"id","name","printer_id/id","value","label_model_id/id"
"hubi.hubi_parameter_1_acb64d8c","DEFAULT","hubi.hubi_printer_1_c4cce09a","Valeurs par défaut","hubi.hubi_labelmodel_1_aa1575d4"
